City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,saint-francois,46.4154,3.9054,19.69,85,75,2.06,FR,1723071178
364,fortuna,40.5982,-124.1573,19.99,74,0,6.69,US,1723071179
365,nyurba,63.2842,118.3319,14.77,64,46,2.21,RU,1723071181
366,pocatello,42.8713,-112.4455,33.43,19,0,8.75,US,1723071182
367,coruripe,-10.1256,-36.1756,22.29,82,3,3.1,BR,1723071183
368,houghton,47.1219,-88.569,23.9,66,100,0.45,US,1723071113
369,zaozersk,69.4005,32.4476,13.27,63,13,2.26,RU,1723071185
370,klyuchi,52.2667,79.1667,19.27,85,93,3.16,RU,1723071187
371,kapiri mposhi,-13.9652,28.6809,14.87,50,3,2.55,ZM,1723071188
372,port saint john's,-31.6229,29.5448,18.22,55,76,2.44,ZA,1723071189
373,cidreira,-30.1811,-50.2056,15.76,95,100,3.61,BR,1723071190
374,papillion,41.1544,-96.0422,30.29,54,0,2.57,US,1723071191
375,albert lea,43.648,-93.3683,24.29,73,40,1.54,US,1723071192
376,kaspiyskiy,45.3929,47.3707,27.55,49,98,6.99,RU,1723071193
377,benjamin constant,-4.3831,-70.0311,33.07,74,0,1.03,BR,1723071195
378,xiahu,26.6106,119.9483,27.55,85,27,2.16,CN,1723071196
379,robertsport,6.7533,-11.3686,25.21,80,98,6.25,LR,1723071197
380,nica,43.7031,7.2661,26.89,77,75,1.54,FR,1723071198
381,nampa,43.5407,-116.5635,34.32,16,0,5.14,US,1723071130
382,saudarkrokur,65.7461,-19.6394,7.16,94,79,1.0,IS,1723071200
383,watsa,3.0372,29.5355,17.66,97,62,0.09,CD,1723071201
384,sikonge,-5.6333,32.7667,19.73,33,11,1.93,TZ,1723071203
385,verkhovazh'ye,60.7472,42.0465,11.43,93,94,1.86,RU,1723071204
386,maitum,6.0392,124.4986,26.59,83,90,2.28,PH,1723071205
387,sikasso,10.9167,-7.0,24.05,90,100,1.39,ML,1723071206
388,nicoya,10.1483,-85.452,23.41,96,100,2.05,CR,1723071207
389,vizinga,61.0749,50.1031,11.75,97,100,2.37,RU,1723071209
390,sinabang,2.4803,96.3801,26.58,81,100,1.07,ID,1723071210
391,annonay,45.2397,4.6708,21.9,86,61,2.06,FR,1723071211
392,labrador city,52.9463,-66.9114,10.95,66,75,5.14,CA,1723071213
393,port-gentil,-0.7193,8.7815,23.98,88,20,3.09,GA,1723071214
394,krasnovishersk,60.4078,57.082,10.2,91,83,1.0,RU,1723071215
395,porto novo,6.4965,2.6036,25.9,83,100,4.12,BJ,1723071216
396,mao,39.8885,4.2658,25.31,88,0,3.09,ES,1723071218
397,harper,4.375,-7.7169,23.87,76,100,4.21,LR,1723071219
398,new norfolk,-42.7826,147.0587,8.84,76,100,1.58,AU,1723071220
399,jalalaqsi,3.3766,45.5996,23.06,82,98,5.96,SO,1723071221
400,namibe,-15.1961,12.1522,15.82,83,27,3.56,AO,1723071222
401,hafar al-batin,28.4328,45.9708,34.32,10,0,4.12,SA,1723071223
402,qui nhon,13.7667,109.2333,26.32,80,14,2.03,VN,1723071225
403,afif,23.9065,42.9172,26.57,60,66,5.82,SA,1723071226
404,ketchikan,55.3422,-131.6461,23.26,49,0,2.57,US,1723071227
405,bhind,26.5642,78.7883,27.69,83,100,2.81,IN,1723071228
406,zhalantun,48.0,122.7167,20.75,65,63,2.3,CN,1723071229
407,galliano,29.4422,-90.2992,36.0,46,0,4.52,US,1723071231
408,ventspils,57.3894,21.5606,12.96,100,7,0.0,LV,1723071232
409,mata-utu,-13.2816,-176.1745,25.52,70,55,9.89,WF,1723071233
410,sandwip,22.4678,91.4561,27.5,84,100,10.29,BD,1723071234
411,marechal deodoro,-9.7103,-35.895,21.67,83,0,2.51,BR,1723071235
412,brookings,44.3114,-96.7984,23.43,83,100,4.12,US,1723071236
413,christchurch,-43.5333,172.6333,12.73,72,100,3.6,NZ,1723070733
414,muang khong,14.1167,105.85,23.69,98,97,0.22,LA,1723071239
415,pont rouge,48.8833,-72.0825,20.16,64,46,1.04,CA,1723071240
416,qarqaraly,49.4058,75.4742,18.45,58,74,2.05,KZ,1723071241
417,santa cruz,-17.8,-63.1667,25.7,83,40,3.09,BO,1723071063
418,hilo,19.7297,-155.09,28.94,75,0,4.63,US,1723071137
419,huillapima,-28.7253,-65.9787,11.42,33,52,2.87,AR,1723071244
420,salmas,38.1973,44.7653,22.73,56,0,2.02,IR,1723071246
421,bima,-8.4667,118.7167,23.6,92,10,1.21,ID,1723071247
422,lensk,60.7253,114.9278,18.0,56,21,1.91,RU,1723071248
423,nova xavantina,-14.6667,-52.35,25.34,33,0,1.71,BR,1723071249
424,feodosiya,45.0333,35.3833,23.54,54,3,3.24,UA,1723071250
425,port lincoln,-34.7333,135.8667,14.06,59,100,8.91,AU,1723071252
426,meulaboh,4.1363,96.1285,24.98,88,100,2.46,ID,1723071254
427,xai-xai,-25.0519,33.6442,16.3,94,0,3.24,MZ,1723071255
428,ulladulla,-35.35,150.4667,12.34,54,6,1.81,AU,1723071256
429,saint-pierre,-21.3393,55.4781,18.82,63,0,2.57,RE,1723071257
430,chernyshevskiy,63.0128,112.4714,15.22,63,11,1.81,RU,1723071260
431,celestun,20.8667,-90.4,29.54,73,81,4.74,MX,1723071261
432,punta arenas,-53.15,-70.9167,0.06,86,0,4.12,CL,1723070985
433,isangel,-19.55,169.2667,22.06,78,75,1.03,VU,1723071263
434,rosarito,32.3333,-117.0333,27.73,63,61,2.84,MX,1723071264
435,mantua,45.1667,10.7833,21.58,94,73,2.24,IT,1723071265
436,atar,20.5169,-13.0499,33.14,35,21,3.27,MR,1723071267
437,hami,42.8,93.45,19.21,71,100,4.03,CN,1723071268
438,sao miguel do araguaia,-13.275,-50.1628,26.09,23,0,1.28,BR,1723071269
439,pervomayskoye,43.919,46.7102,22.59,76,83,4.61,RU,1723071270
440,mirnyy,62.5353,113.9611,15.66,57,8,2.66,RU,1723071271
441,buka,40.8108,69.1986,23.21,29,0,3.42,UZ,1723071272
442,cullinan,-25.6709,28.5236,8.29,51,19,1.28,ZA,1723071274
443,tucupita,9.0622,-62.051,24.67,96,93,1.74,VE,1723071275
444,clinton,42.587,-82.9199,26.14,59,20,4.63,US,1723071079
445,zag,46.9441,99.165,14.7,55,100,1.78,MN,1723071277
446,gwanda,-20.9333,29.0,13.28,75,0,1.6,ZW,1723071278
447,tralee,52.2704,-9.7026,13.13,96,84,2.24,IE,1723071279
448,anadyr,64.75,177.4833,9.28,70,40,3.0,RU,1723071280
449,al jawf,29.5,38.75,27.22,13,2,3.69,SA,1723071282
450,talara,-4.5772,-81.2719,21.42,73,0,8.23,PE,1723071283
451,touros,-5.1989,-35.4608,23.96,81,4,6.0,BR,1723071284
452,pandan,14.0453,124.1694,28.79,79,52,4.13,PH,1723071285
453,conception bay south,47.4999,-52.9981,18.58,81,100,5.9,CA,1723071286
454,dabakala,8.3667,-4.4333,22.58,95,93,1.92,CI,1723071287
455,mutoko,-17.397,32.2268,11.89,88,0,2.04,ZW,1723071289
456,ewo,-0.8725,14.8206,28.01,43,92,1.96,CG,1723071290
457,balqash,46.8481,74.995,23.42,55,21,3.27,KZ,1723071291
458,tucurui,-3.7661,-49.6725,27.71,41,10,1.51,BR,1723071292
459,sur,22.5667,59.5289,28.26,73,70,4.27,OM,1723071293
460,viedma,-40.8135,-62.9967,5.19,71,100,6.38,AR,1723071294
461,smidovich,48.6,133.8167,22.3,91,52,2.98,RU,1723071296
462,kiunga,-6.1219,141.2906,23.3,96,97,1.46,PG,1723071199
463,bel ombre,-4.6167,55.4167,25.91,89,40,5.14,SC,1723071299
464,praia a mare,39.9009,15.7793,26.15,72,0,0.95,IT,1723071300
465,kencong,-8.2833,113.3667,22.03,89,0,1.0,ID,1723071301
466,kimbe,-5.5502,150.1429,28.84,72,28,1.97,PG,1723071303
467,kingston,17.997,-76.7936,30.53,74,20,8.23,JM,1723070984
468,twon-brass,4.3151,6.2418,25.23,83,68,6.1,NG,1723071305
469,shahrud,36.4182,54.9763,27.41,38,0,2.58,IR,1723071306
470,capinota,-17.7167,-66.2333,22.67,19,15,1.13,BO,1723071307
471,lakatoro,-16.0999,167.4164,24.52,65,87,6.72,VU,1723071308
472,tongliao,43.6125,122.2653,24.35,63,32,4.21,CN,1723071310
473,hirara,24.8,125.2833,28.15,94,75,3.09,JP,1723071311
474,nishinoomote,30.7333,131.0,29.22,79,15,5.46,JP,1723071312
475,tateyama,34.9833,139.8667,28.18,79,42,1.73,JP,1723071313
476,cudalbi,45.7833,27.7,20.66,60,45,2.15,RO,1723071314
477,magadan,59.5667,150.8,13.08,80,11,2.3,RU,1723071076
478,acton vale,45.6501,-72.5658,24.08,71,10,1.68,CA,1723071179
479,tosontsengel,48.7567,98.2839,11.24,60,100,0.75,MN,1723071318
480,fereydun kenar,36.6864,52.5225,26.52,82,47,3.97,IR,1723071319
481,cova figueira,14.8905,-24.2934,19.52,88,45,4.83,CV,1723071320
482,kuqa,41.7278,82.9364,21.83,55,0,2.02,CN,1723071321
483,fada,7.25,4.0667,24.37,88,75,2.57,NG,1723071322
484,las lomitas,-24.7096,-60.593,13.64,78,100,2.95,AR,1723071324
485,lazuri,47.85,22.8667,18.81,83,75,0.0,RO,1723071325
486,huancavelica,-12.7667,-74.9833,3.74,27,0,2.32,PE,1723071327
487,antalaha,-14.9003,50.2788,21.68,61,55,3.0,MG,1723071328
488,antonio enes,-16.2325,39.9086,21.53,77,1,1.66,MZ,1723071329
489,mitchell,43.7094,-98.0298,26.99,66,0,8.23,US,1723071331
490,moab,38.5733,-109.5498,39.16,12,39,4.76,US,1723071295
491,tanjung selor,2.8372,117.3642,23.69,99,100,0.18,ID,1723071333
492,pangody,65.85,74.4859,8.32,78,100,4.6,RU,1723071334
493,demerval lobao,-5.3583,-42.6764,30.67,32,25,1.59,BR,1723071335
494,monte alegre,-2.0078,-54.0692,28.22,55,72,1.72,BR,1723071337
495,napanee,44.2501,-76.9494,25.03,49,0,3.35,CA,1723071338
496,turkmenbasy,40.0222,52.9552,25.43,88,40,4.12,TM,1723071339
497,lind,56.1,8.9833,13.9,94,26,2.86,DK,1723071340
498,kayangel,8.0823,134.7173,28.6,76,96,4.82,PW,1723071341
499,praia,14.9215,-23.5087,26.3,78,75,5.66,CV,1723071342
500,mount pleasant,32.7941,-79.8626,26.0,97,75,5.14,US,1723071256
501,limassol,34.675,33.0333,26.04,89,0,3.09,CY,1723071216
502,douz,33.4663,9.0203,28.77,44,0,4.86,TN,1723071346
503,kapuskasing,49.4169,-82.4331,22.05,43,75,2.57,CA,1723071122
504,mahina,-17.5065,-149.489,27.87,74,40,6.17,PF,1723071348
505,port antonio,18.18,-76.4612,30.95,80,100,5.13,JM,1723071349
506,awjilah,29.1081,21.2869,31.02,26,0,4.02,LY,1723071350
507,vernon,50.2581,-119.2691,32.18,19,3,1.54,CA,1723071351
508,bakanas,44.8081,76.2772,25.98,24,6,3.49,KZ,1723071353
509,ambon,-3.6954,128.1814,26.08,89,40,2.57,ID,1723071354
510,muroto-misakicho,33.2833,134.15,28.74,74,9,2.57,JP,1723071355
511,novodvinsk,64.4165,40.8122,8.86,75,8,1.71,RU,1723071356
512,carbonear,47.7332,-53.2148,18.97,82,100,5.33,CA,1723071357
513,concepcion del oro,24.6333,-101.4167,24.1,29,96,7.17,MX,1723071358
514,lichuan,30.3,108.85,19.64,96,36,1.94,CN,1723071360
515,kailua-kona,19.6406,-155.9956,27.21,84,10,1.34,US,1723071361
516,newark,40.7357,-74.1724,19.97,92,100,5.66,US,1723070851
517,raja,8.4596,25.678,20.89,94,100,1.86,SS,1723071364
518,tupiza,-21.45,-65.7167,7.22,8,0,6.47,BO,1723071366
519,kikwit,-5.041,18.8162,26.56,29,6,1.18,CD,1723071367
520,cottesloe,-32.0,115.7667,12.76,93,75,2.57,AU,1723071368
521,blackwater,-23.5833,148.8833,18.89,63,1,3.94,AU,1723071369
522,ust'-ilimsk,58.0006,102.6619,16.05,98,95,2.3,RU,1723071370
523,arroyito,-31.4202,-63.05,11.62,33,56,1.79,AR,1723071371
524,mhamid,29.82,-5.72,36.56,10,11,2.29,MA,1723071373
525,muynoq,43.7683,59.0214,31.79,20,21,4.81,UZ,1723071374
526,noumea,-22.2763,166.4572,21.99,99,100,4.77,NC,1723071375
527,rosario del tala,-32.3029,-59.1455,10.05,56,81,3.75,AR,1723071376
528,bom jesus,-9.0744,-44.3586,23.57,33,0,1.32,BR,1723071378
529,impfondo,1.6381,18.0667,25.52,62,64,0.63,CG,1723071380
530,port douglas,-16.4833,145.4667,21.78,82,61,4.23,AU,1723071381
531,veraval,20.9,70.3667,27.47,84,99,7.32,IN,1723071382
532,horsham,51.064,-0.3272,16.84,80,0,1.54,GB,1723071335
533,alfeld,51.9838,9.8199,19.74,96,57,0.45,DE,1723071384
534,malango,-2.9627,119.9001,18.58,97,56,0.84,ID,1723071385
535,codrington,-38.2667,141.9667,11.29,64,100,9.46,AU,1723071386
536,ambovombe,-25.1667,46.0833,18.83,89,43,6.06,MG,1723071388
537,ambalangoda,6.2355,80.0538,28.88,85,27,5.09,LK,1723071389
538,santa ana,33.7456,-117.8678,33.5,59,40,7.2,US,1723071390
539,nguruka,-5.1092,31.0419,20.21,29,22,1.46,TZ,1723071391
540,aqsay,51.1678,52.995,19.36,87,100,1.79,KZ,1723071392
541,niafunke,15.9322,-3.9906,33.02,47,91,8.49,ML,1723071394
542,luza,60.6308,47.2512,12.41,94,100,2.13,RU,1723071395
543,parun,35.4207,70.9221,10.82,50,0,3.93,AF,1723071396
544,tingi,-11.3,35.0333,14.76,51,17,1.4,TZ,1723071397
545,undurkhaan,47.3194,110.6556,17.7,81,100,1.56,MN,1723071398
546,diego de almagro,-26.3667,-70.05,11.81,45,0,1.89,CL,1723071399
547,kittila,67.6647,24.8936,10.08,81,0,1.54,FI,1723071401
548,sinan,34.8262,126.1086,27.06,89,94,0.39,KR,1723071402
549,bondo,3.8146,23.6866,21.9,88,100,1.24,CD,1723071403
550,norwalk,33.9022,-118.0817,33.24,59,0,5.66,US,1723071404
551,lascahobas,18.8294,-71.9364,32.8,73,98,1.31,HT,1723071405
552,mutsu,41.2894,141.2169,24.74,90,95,2.47,JP,1723071407
553,callao,-12.0667,-77.15,17.62,82,100,4.63,PE,1723071111
554,edremit,39.5961,27.0244,23.04,70,0,2.83,TR,1723071410
555,durant,33.994,-96.3708,41.09,17,0,1.54,US,1723071412
556,khilok,51.3674,110.4676,15.09,76,16,0.92,RU,1723071413
557,edd,13.9297,41.6925,30.18,71,76,4.32,ER,1723071416
558,saint-louis du nord,19.9333,-72.7167,28.55,79,99,2.37,HT,1723071417
559,mishelevka,52.8575,103.1719,14.29,92,43,0.85,RU,1723071418
560,verkhovyna,48.1557,24.7911,12.35,87,69,1.96,UA,1723071419
561,queenstown,-31.8976,26.8753,10.41,31,14,1.86,ZA,1723071420
562,bengkulu,-3.8004,102.2655,23.16,81,100,2.01,ID,1723071421
563,ulaangom,49.9811,92.0667,15.47,58,6,0.97,MN,1723071423
564,myeik,12.4333,98.6,25.55,89,98,0.53,MM,1723071424
565,dhulian,24.6833,87.9667,26.15,94,94,3.21,IN,1723071425
566,strabane,54.8237,-7.4692,9.55,97,39,2.21,GB,1723071426
567,mangrol,21.1167,70.1167,27.56,83,90,7.87,IN,1723071427
568,kavaratti,10.5669,72.642,27.37,83,100,6.16,IN,1723071428
569,dien bien phu,21.3833,103.0167,22.03,100,62,0.72,VN,1723071306
570,dunedin,-45.8742,170.5036,9.89,84,100,2.11,NZ,1723071431
571,pleiku,13.9833,108.0,20.38,99,65,1.62,VN,1723071432
572,colonia,50.9333,6.95,19.9,80,80,2.18,DE,1723071433
573,los frentones,-26.4077,-61.4137,13.67,50,2,2.5,AR,1723071434
574,am timan,11.0297,20.2827,23.06,92,100,1.92,TD,1723071435
575,brisas de zicatela,15.8369,-97.0419,29.87,73,100,5.15,MX,1723071437
576,alesund,62.4723,6.1549,15.74,89,100,2.06,NO,1723071438
577,salinopolis,-0.6136,-47.3561,27.0,81,68,6.18,BR,1723071439
578,kampong chhnang,12.1667,104.55,24.63,91,97,1.51,KH,1723071440
579,panna,24.7167,80.2,24.82,89,100,2.03,IN,1723071441
580,yashkul',46.1711,45.3435,25.5,47,55,4.59,RU,1723071442
581,puerto el triunfo,13.2833,-88.55,29.2,75,84,2.85,SV,1723071445
582,siwa oasis,29.2041,25.5195,30.4,48,0,5.27,EG,1723071446
583,blansko,49.363,16.6445,22.23,75,100,1.74,CZ,1723071447
584,mhlume,-26.0333,31.85,14.31,83,1,1.86,SZ,1723071448
585,mitu,1.1983,-70.1733,25.27,83,95,1.39,CO,1723071449
586,prainha,-1.8,-53.48,28.43,57,30,1.4,BR,1723071451
587,mejit,10.2753,170.8646,27.65,78,82,3.82,MH,1723071452
588,chandler,33.3062,-111.8412,39.58,32,0,5.14,US,1723071347
589,grand gaube,-20.0064,57.6608,21.22,81,0,1.34,MU,1723071454
